sku,description,sales_price,cost
DH-PFS3005-5ET-L,DAHUA 5-Port Desktop Fast Ethernet Switch · Compact design: Miniature size and light weight make it easy to deploy· Plug and play: No configuration re,210.25,145.0
DH-PFS3005-5GT-L,DAHUA 5-Port Desktop Gigabit Ethernet Switch. · Compact design: Miniature size and light weight make it easy to deploy· Plug and play: No configuratio,333.5,230.0
DHI-LM50-F400,"DAHUA 50'' UHD LED Monitor
> 4K Ultra-HD resolution
> Suitable for continuous 24/7 operation
> 8ms response time for no motion blur, judder or ghostin",16844.29,11616.75
DHI-LM55-F400,"DAHUA 55'' UHD LED Monitor
> 4K Ultra-HD resolution
> Suitable for continuous 24/7 operation
> 8ms response time for no motion blur, judder or ghostin",19250.06,13275.9
DH-PFWB5-30ac,DAHUA 5GHz AC867 15dBi Outdoor Wireless CPE > Integrated 5 GHz (2x2) MIMO radio > Frequency 5.150 - 5.850 GHz (FCC 5.150 - 5.250 and 5.725 - 5.850 GHz,2385.25,1645.0
DH-PFWB5-90ac,DAHUA 5GHz AC867 18dBi Outdoor Base Station> Integrated 5 GHz (2x2) MIMO radio> Frequency 5.150 - 5.850 GHz (FCC 5.150 - 5.250 and 5.725 - 5.850 GHz)>,3466.95,2391.0
DH-PFWB5-10ac,DAHUA 5GHz AC867 20dBi Outdoor Wireless CPE > Integrated 5 GHz (2x2) MIMO radio > Frequency 5.150 - 5.850 GHz (FCC 5.150 - 5.250 and 5.725 - 5.850 GHz,3037.75,2095.0
DH-PFWB5-30n,DAHUA 5GHz N300 15dBi Outdoor Wireless link CPE. · Integrated 5 GHz (2x2) MIMO radio· Frequency 5.150 - 5.850 GHz (FCC 5.150 - 5.250 and 5.725 -5.850,1587.75,1095.0
DH-PFWB5-90n,"DAHUA 5GHz N300 Outdoor Wireless Base Station, · Integrated 5 GHz (2x2) MIMO radio· Frequency 5.150 - 5.850 GHz (FCC 5.150 - 5.250 and 5.725 -5.850 GH",2747.75,1895.0
DH-HAC-HFW1509TLMP-IL-A-0360B,DAHUA 5MP Full-color Starlight HDCVI Bullet Camera with 40m White LED illuminator / Built in Microphone - ·Full-color starlight ·techology Max. 20fps@,1054.2,753.0
DH-HAC-HDW1509TP-IL-A,DAHUA 5MP Full-color Starlight HDCVI Dome Camera with 40m White LED illuminator / Built in Microphone - ·Full-color starlight ·techology ·Max. 20fps@5,1118.6,799.0
DH-HAC-ME1509THP-A-PV,DAHUA 5MP HDCVI Active Deterrence Weatherproof Full Color Bullet Camera with Blue & Red warning strobe light / Siren / White LED illuminator > · 24/7,1241.8,887.0
DH-HAC-ME1509B-LS,DAHUA 5MP HDCVI Active Deterrence Weatherproof Full Color Bullet Camera with Built-in Outdoor Passive Motion Detector / Siren / White LED illuminator,1118.6,799.0
DH-HAC-HDW1500TLQP-A,DAHUA 5MP HDCVI Weatherproof 30m IR Dome Camera with built-in Microphone > Max 20fps@5MP > HD and SD output switchable > 2.8mm fixed lens > 10m/110°de,838.6,599.0
DH-HAC-HDW1500TP-Z-A,"DAHUA 5MP HDCVI Weatherproof 60m IR Vari-focal Motorized 2.7-12mm  Dome Camera with built-in Microphone >1/2.7"" 5 Megapixel CMOS >HD and SD switchable",1379.0,985.0
DH-HAC-HFW1500RP-Z-IRE6-A,DAHUA 5MP HDCVI Weatherproof 60m IR Vari-focal Motorized 2.7-12mm Bullet Camera with built-in Microphone >· Max. 20fps@5MP· Built-in mic· HD and SD ou,1482.6,1059.0
DH-HY-SAV849HAP-E,"DAHUA 5MP IR AI-fire Smoke Sensing Network Camera > DC12V / PoE and 3V lithium battery> 1/2.7"" CMOS, 2.0mm focal length> H.265; H.264; > Horizontal: 1",2834.75,1955.0
DH-IPC-EW5541P-AS,DAHUA 5MP Panoramic Network IR Fisheye Camera> 1/2.7” 5Megapixel progressive scan STARVIS™ CMOS> H.265/H.264 triple-stream encoding> Max 25fps@5M(2592,3998.9599999999996,2757.8999999999996
DH-IPC-HFW5541TP-AS-PV-8mm,DAHUA 5MP WizMind AI IR Active Deterrence Bullet Network Camera  1/2.7” 5Megapixel progressive scan CMOS · H.265 & H.264 triple-stream encoding · 20 f,3907.75,2695.0
DH-IPC-HDW5541H-AS-PV,DAHUA 5MP WizMind AI IR Active Deterrence Dome Network Camera· 1/2.7” 5Megapixel progressive scan CMOS· H.265 & H.264 triple-stream encoding· 20 fps@2,3907.75,2695.0
DH-PFM700-E,"DAHUA 60m HDMI Extender  >Transmission distance: HDMI transmission distance 60m (max.196.85ft).
>Infrared function: support to transmit one-way infrar",1314.06,906.25
DHI-NVR608-64-4KS2,"DAHUA 64CH NVR 4K  > 384Mbps input, 16ch 1080P decoding, max 64 IPC input, H.265&H.264
8 HDD, 1 VGA&2 HDMI, 2 RJ45(1000M), 4 USB(2USB3.0)
Smart 2.0, F",23478.4,16192.0
DHI-NVR5464-4KS2,DAHUA 64CH NVR 4K· Smart H.265+/H.265/Smart H.264+/H.264/MJPEG · Max 320Mbps Incoming Bandwidth · Up to 12MP Resolution for Preview and Playback · 2HD,11378.15,7847.0
DHI-NVR5464-EI,DAHUA 64CH WizSense Network Video Recorder Smart H.265+/H.265/Smart H.264+/H.264/MJPEG decoding format 32-channel 1080p self-adaptive decoding capabil,14242.34,9822.3
DH-HAC-HFW2601TP-Z-A,"DAHUA 6MP WDR HDCVI IR Bullet Camera · 120dB True WDR, 3DNR · Max. 6MP resolution · HD/SD switchable · Audio in interface, built-in mic · 2.7-13.5mm m",1813.0,1295.0
DH-IPC-HDW3849H-AS-PV-S3,"DAHUA 8 MP WizSense  Smart Dual Illumination Active Deterrence domel Network Camera> 8 MP 1/2.8"" CMOS image sensor, low luminance, and high definition",5238.849999999999,3613.0
DH-PFS3008-8ET-L,DAHUA 8-Port Desktop Fast Ethernet Switch · Compact design: Miniature size and light weight make it easy to deploy· Plug and play: No configuration re,282.75,195.0
DH-PFS3008-8GT-L,DAHUA 8-Port Desktop Gigabit Ethernet Switch  Compact design: Miniature size and light weight make it easy to deploy· Plug and play: No configuration,500.25,345.0
DH-XVR1B08-I,DAHUA 8CH Penta-brid 1080N/720p WizSense XVR > H.265+/H.265 dual-stream video compression> Supports Full channel AI-Coding> Supports HDCVI/AHD/TVI/CVB,1188.6,849.0
DH-XVR5108HS-4KL-I3,DAHUA 8CH Penta-brid 4K-N/5MP AI WizSense DVR>· H.265+/H.265 dual-stream video compression· Supports HDCVI/AHD/TVI/CVBS/IP video inputs· Max 16 channe,3617.75,2495.0
DH-XVR1B08H-I,"DAHUA 8CH Penta-brid 5M-N/1080P WizSense AI XVR
> H.265+/H.265 dual-stream video compression> Supports Full-channel AI-Coding> Supports HDCVI/AHD/TVI/",1883.55,1299.0
DH-XVR5108H-I3,"DAHUA 8CH Penta-brid 5M-N/1080P WizSense AI XVR, new deep-learning algorithm, SMD Plus can recognize moving objects and differentiate human and vehicl",2757.8999999999996,1902.0
DH-IPC-HFW3849T1-ZAS-PV-S5,"DAHUA 8MP Smart Dual Light Active Deterrence Vari-focal Bullet WizSense Network Camera> 8-MP 1/2.8"" CMOS image sensor, low luminance, and high definit",6585.71428571429,4610.0
DH-IPC-HFW3841EP-AS,"DAHUA 8MP WizSense AI IR Bullet Network Camera  8MP, 1/2.8” CMOS image sensor, low illuminance, 8MP (3840 × 2160) @20 fps @25/30 fps H.265 codec, Buil",3748.25,2585.0
DH-IPC-HDW3841TMP-AS,"DAHUA 8MP WizSense AI IR Dome Network Camera,8MP, 1/2.8” CMOS image sensor, low illuminance, 8MP (3840 × 2160) @20 fps H.265 codec,, high compression",3893.25,2685.0
DH-IPC-HFW3849T1-AS-PV-S3,"DAHUA 8MP WizSense Smart Dual Illumination Active Deterrence Bullet Network Camera
> 8MP 1/2.8"" CMOS image sensor, low luminance, and high definition>",5238.849999999999,3613.0
DHI-MHVR8004-GFWI,DAHUA AI 4 Channels H.265 2 SD Mobile Video Recorder> Support HDCVI/AHD/TVI/IP video input> Support H.265/smart H.265 video compression> Support 4 cha,12253.95,8451.0
DEE1010B,DAHUA Access Control Extension Module Dahua relay module allows the expansion of video door phone features for control of another door or gate. Built-,1220.8696,732.5217
DHI-ASI1202M,"DAHUA Access Control Standalone Terminal > Material: Zinc alloy plate> Support card unlock, fingerprint unlock, and card&fingerprint unlock> Card read",2718.75,1875.0
DHI-ARB1606,"DAHUA Alarm Extender 16 Alarm In/6 Alarm Out, 1RS485,  Support 2-bit DIP switch (0/1) to determine the diﬀerent alarm box access; Max support 4 alarm",572.75,395.0
DHI-ART-ARC3000H-03-FW2(868),"DAHUA Alarm KIT > Supports 150 wireless peripherals (6 sirens, 64 wireless keyfobs).> Peripherals status display (signal strength, battery level, temp",6372.75,4395.0
DH-VTO1210C-X,"DAHUA Apartment Outdoor Station > HD CMOS camera
> Stainless steel panel, IP54, IK07 > Night vision & Voice indication
> Local card openning > Video &",8698.55,5999.0
DHI-VTO6521F,"DAHUA Apartment Outdoor Station >· 4.3 inch IPS display; screen resolution 800×480· 2MP CMOS; true WDR· Aluminum anode surface; metal button; IP65, IK",8698.55,5999.0
DH-MPT221,"DAHUA Body Camera. Android 9.0.· 8-core 1.8 GHz High-Performance CPU.· 2.0"" touch screen.·1080p@30 fps recording, the image resolution up to 34MP (780",12796.25,8825.0
DH-PFB300C,DAHUA Ceiling Mount Bracket,282.75,195.0
DH-PFA151,"DAHUA Corner Mount Bracket
- Aesthetic design",485.75,335.0
DH-DSM-C01,"DAHUA DSM camera -  Dahua Driver Status Monitoring Camera is to  monitoring the driver’s face, with the help of DHI-MHVR8004-GFWI AI intelligent MVR c",3014.5499999999997,2079.0
DHI-TPC-SD5441-B50Z45-BM-S24,"DAHUA Dual View Thermal PTZ IP Camera>Thermal Hybrid Speed Dome Camera
> Vanadium oxide uncooled focal plane detector.> 4Megapixel progressive scan CM",110737.95000000001,76371.0
DHI-ASI6214J-MFW,"DAHUA Face Recognition Access Control Terminal  ·> 4.3-inch LCD touch screen; resolution 480 × 272> 2MP wide-angle dual lens camera; support DWDR, whi",7808.25,5385.0
DHI-ASR1102A(V2),"DAHUA Fingerprint RFID Reader - RS-485 protocol · Default IC (Mifare) card · Support card, fingerprint · Up to 3000 fingerprints capacity · Blue backl",2434.5499999999997,1679.0
DH-VTOB107,DAHUA Flush Mounted Box for VTO2000A > Material: Metal > Size: 125mm*135mm*56mm > Weight: 0.8 Kg > Flush mounted box,506.05,349.0
DH-PFM791,"DAHUA HD Video Isolator , to solve the HDCVI image interference caused by ground loops
effectively;",143.54999999999998,99.0
DH-MCVR6208-GC,"DAHUA HDCVI 8 Channel mobile DVR 3G GPS . Supports HDCVI/Analog Video Input
• Dual-stream Recording• Eight-channel 1080p Real-time Recording• Simultan",11528.95,7951.0
DH-HAP120,"DAHUA Hi-fidelity Pickup >Use high sensitivity, all directional microphone head and omnidirectional microphone, clear and natural sound;
>Lightning pr",382.8,264.0
DH-HAP200,DAHUA Hi-fidelity audio mic ,340.75,235.0
DHI-VTO3311Q-WP,"DAHUA IP 1 / 2 / 4-button Villa Outdoor Station ·Wi-Fi Villa Door Station
> Full metal casing design.> Customizable Number of Buttons.> Wi-Fi connecti",3754.0499999999997,2589.0
DHI-VTO2101E-P,"DAHUA IP Villa Outdoor Station · HD CMOS camera · alloy body vandal proof, IP65, IK10· ICR Night vision &Voice indication· Video & Audio messaging· TC",2682.5,1850.0
DHI-VTH2421FW-P,"DAHUA IP touch screen 7"" monitor for intercom.   7"" TFT Capacitive touch screen, 1024x600 · IPC surveillance· Alarm integration ·",2827.5,1950.0
DH-PFM905-E,"DAHUA Integrated Mount Tester - • Ergonomic, Portable Design • One-hand Operation with Removable Wrist Strap • 4.3-in. TFT Screen, 480 x 272 Resolutio",2167.75,1495.0
DH-PFM907,"DAHUA Integrated Mount Tester >Integrated Mount Tester> Support IP, HDCVI/AHD/HDTVI/CVBS;> Highly compatible with ONVIF protocol;> POE power supply/re",16133.060000000001,11126.25
DHI-VTS5A40B,"DAHUA Intercom Master Station> 10"" TFT Capacitive touch screen, 1024×600> IPC surveillance> Alarm integration> Micro SD card optional, max 32GB > Reco",9574.789999999999,6603.299999999999
DH-MD02,DAHUA MVR Alarm disply,1850.1999999999998,1276.0
DHI-DAE-CDR8213-GFW,DAHUA Mobile DVR with built-in Dash Camera > 1080P resolution with 128.6° FOV> Supports 3 external CVI/AHD cameras input> Built-in MIC and speaker sup,8518.75,5875.0
DH-MLCDF7-E,DAHUA Moible DVR LCD display screen  • 7-in. Widescreen TFT-LCD Monitor • LED Backlight • M12 A-coding Connector,2588.25,1785.0
DH-PFA114,DAHUA Mount Adapter >Aesthetic design >Material: aluminum - 6 Series PTZ,137.75,95.0
DH-PFA122-V2,DAHUA Mounting box for 3 hole camera • Material: aluminum • IP66 protection class,384.76,265.35
DH-PFA121-V2,DAHUA Mounting box for 4 hole camera • Material: aluminum • IP66 protection class,384.76,265.35
DH-NKB1000,DAHUA Network Keyboard & Control Keyboard & Dome keyboard,4203.55,2899.0
KIT/DH-PFM811-4CH/DH-PFM811-C,DAHUA POC Transmitter - Features Support 400m RG59 transmission; support max. 15.6W HDCVI camera in single channel; Support 400m OSD control; Support,1428.25,985.0
DH-PFB303S,"DAHUA Parapet Mount Bracket  \
- Parapet mount bracket
- Rotatable, easy to install
- Neat & Integrated design",2202.19,1518.75
DH-HAP100,"DAHUA Pinhole Pickup > Omni-directional condenser microphone, high fidelity;> 30KV Air contact ESD, built-in Lightning Protection, power supply polari",288.55,199.0
DH-PFA12C,"DAHUA Plastic Junction Box • Flame retardant PC features outdoor weathering resistance, high intensity and reliability • Dependable waterproof structu",72.5,50.0
DH-PFA12A,DAHUA Plastic Junction Box • Material: weatherability and nondiscolouring PP • Structural water-proof design • Aesthetic design,56.550000000000004,39.0
PFT1300,DAHUA PoE Extender > Support passive PoE cascade power supply and Ethernet data exchange> Support IEEE 802.3af/at standard power supply IP Camera> Coo,474.15,327.0
DH-TAM1GT1GT-30,DAHUA PoE+ Midspan is designed to work in extreme temperature environments and in applications that experience lightning. The midspan offers a single,552.45,381.0
DH-PFA150-V2,"DAHUA Pole Mount Bracket
- Material: SECC & SUS304
- Pole mount bracket
- Aesthetic design  Pole mount for 0-10kg device",485.75,335.0
DH-PFA152-E,"DAHUA Pole Mount Bracket
>Material: aluminum & SUS304
>Pole mount bracket
>Aesthetic design Pole mount for 0-3kg device",285.65,197.0
DH-PFM790,"DAHUA Power supply isolator, to solve the HDCVI image interference caused by power supply effectively. Optimised for HDCVI video. Apply to indoor or i",288.55,199.0
DHI-ASR1101M,"DAHUA RFID READER  RS-485 or Wiegand protocol> Default IC (Mifare) card > Support card, password> All-metal buttons with blue backlight> Watch dog fun",1631.25,1125.0
DH-SD49225DB-HNY,DAHUA Starlight 2MP 25x 100m IR PTZ Network Camera  with Smart Video Analytics IVS + Alarm + Audio >1/2.8” 2Megapixel CMOS· Powerful 25x optical zoom·,8112.75,5595.0
DH-PTZ1A225U-IRA-XA,"DAHUA Starlight 2MP 25x Zoom IR AI WizSense Network Positioning System Camera  with Smart Video Analytics IVS + Auto-Tracking + Perimeter Protection,",11201.25,7725.0
DH-VTOB108,DAHUA Surface Mounted Box for VTO2000A > Material: Metal > Size: 145mm*134mm*88mm > Weight: 1 Kg > Surface mounted box,506.05,349.0
DH-TPC-BF5401-B13,"DAHUA Thermal IP Bullet Camera.Thermal:400*300   Lens:13mm Support IVS,Fire detection Support SD card 128G Audio:1 in  Alarm:2 in/1 out",44720.9,30842.0
DH-TPC-BF5401-B25,"DAHUA Thermal IP Bullet Camera.Thermal:400*300   Lens:25mm Support IVS,Fire detection Support SD card 128G Audio:1 in  Alarm:2 in/1 out",51109.6,35248.0
DH-TPC-BF5401-B35,"DAHUA Thermal IP Bullet Camera.Thermal:400*300   Lens:35mm Support IVS,Fire detection Support SD card 128G Audio:1 in  Alarm:2 in/1 out",59628.35,41123.0
DH-TPC-BF5601-B25,"DAHUA Thermal IP Bullet Camera.Thermal:640*512   Lens:25mm Support IVS,Fire detection Support SD card 128G Audio:1 in  Alarm:2 in/1 out",112015.40000000001,77252.0
DH-TPC-BF5601-B35,"DAHUA Thermal IP Bullet Camera.Thermal:640*512   Lens:35mm Support IVS,Fire detection Support SD card 128G Audio:1 in  Alarm:2 in/1 out",122662.75,84595.0
DH-M869,DAHUA Two way communication handset for MDVR,862.75,595.0
PFM820,"DAHUA UTC Controller -  Compact Controller Connects Analog Cameras to a Dahua DVR via the OSD
Supports HDCVI, AHD, HDTVI, and CVBS Formats
Indicators",288.55,199.0
DH-PFB604W,"DAHUA Wall mount for 14"""" housing,  support ITC231",323.34999999999997,223.0
DH-PFA138-V2,DAHUA Water-proof Junction Box >Neat & Integrated design >Material: Aluminum & SECC > HDBW domes,288.55,199.0
DH-PFA134,DAHUA Water-proof Junction Box >Neat & Integrated design >Material: Aluminum & SECC > Mini Bullets & Motion Eye,180.82,124.7
DH-PFB203W,DAHUA Water-proof Wall Mount Bracket >Neat & Integrated design >Material: Aluminum & SECC,256.51,176.9
DHI-ARD323-W2(868),"DAHUA Wireless Door Detector • Detection gap up to 40mm
• 1-channel dry contact input
• Remote configuration, cloud upgrade and check status (via mobi",700.35,483.0
DHI-ARD1233-W2(868),"DAHUA Wireless PIR • Detection Range: 12m/90°(2.2m mounting height)
• Up to 18KG pet immunity 
• Remote configuration, cloud upgrade and check status",906.25,625.0
DHI-ARD822-W2(868),"DAHUA Wireless Panic Button • IP54 for easy handling of routine hassles.
• Supports multiple alarm modes, such as burglar, fire, gas, and more.
• Remo",433.55,299.0
DH-WR5210-IDC,DAHUA Wireless Router> AC1200 Dual-band Wi-Fi: 867 Mbps at 5 GHz band and 300 Mbps at 2.4 GHz band> Beamforming Technology: Auto detects connected dev,1268.75,875.0
DHI-NVR608H-64-XI,"DAHUA WizMind AI /64CH NVR Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats.
Max. decoding capability: 32 × 1080p@30 fps.M",34445.26,23755.350000000002
DHI-NVR5864-I,"DAHUA WizMind AI /64CH NVR · AI technologies with deep learning algorithms that target people and vehicles, offer Face Recognition, ANPR, Metadata, Pe",28992.75,19995.0
DHI-NVR5216-8P-I/L,"DAHUA WizMind AI 16CH NVR ·   AI technologies with deep learning algorithms that target people and vehicles, offer Face Recognition, ANPR, Metadata, P",16996.9,11722.0
DHI-NVR608H-32-XI,"DAHUA WizMind AI 32CH NVR Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats.
Max. decoding capability: 32 × 1080p@30 fps.Ma",29517.0,20356.55
DHI-NVR5432-16P-I/L,"DAHUA WizMind AI 32CH NVR ·   AI technologies with deep learning algorithms that target people and vehicles, offer Face Recognition, ANPR, Metadata, P",23192.75,15995.0
DH-TPC-DF1241-D7F8,"DAHUA WizSense (Thermal + Starlight ) Dual Lens Network Dome Camera · VOx uncooled thermal sensor technology· Athermalized lens (thermal camera), focu",10618.35,7323.0
DHI-TPC-BF1241-B10F12-DW-S2,DAHUA WizSense AI (Thermal + Starlight ) Dual Lens Network Bullet Camera · · VOx uncooled thermal sensor technology· Athermalized lens (thermal camera,13864.4167,8318.65
DHI-TPC-BF1241-B7F8-DW-S2,DAHUA WizSense AI (Thermal + Starlight ) Dual Lens Network Bullet Camera · · VOx uncooled thermal sensor technology· Athermalized lens (thermal camera,12839.75,7703.849999999999
DHI-NVR2116HS-I,"DAHUA WizSense AI 16CH NVR > New 4.0 user interface> Remote surveillance, live view and video play on mobile phone App> Max. decoding capability: 4×10",2674.3799999999997,1844.3999999999999
DHI-NVR2108HS-I2,"DAHUA WizSense AI 8CH NVR > New 4.0 user interface> Remote surveillance, live view and video play on mobile phone App> Max. decoding capability: 4×108",2323.2599999999998,1602.25
DHI-NVR2108HS-8P-I2,"DAHUA WizSense AI 8CH NVR●Smart H.265+/H.265/Smart H.264+/H.264/MJPEG decoding format
●Max. decoding capability: 6 × 1080p@30 fps. Supports adaptive d",3900.14,2689.75
DH-XVR7108HE-4KL-I,"DAHUA WizSense AI 8CH XVR, new deep-learning algorithm,· H.265+/H.265 dual-stream video compression· Supports HDCVI/AHD/TVI/CVBS/IP video inputs · Sup",0.0,0.0
MC-DF4-DM4-3,DAHUA aviation cable. - M12 (D-Coding) Network Cable 3 meters,143.54999999999998,99.0
MC-DF4-DM4-6,DAHUA aviation cable. - M12 (D-Coding) Network Cable 6 meters,282.75,195.0
MC-AF4-AM4-12,"DAHUA aviation cable. 4-pin CVI cable: M12 A-Coding, 12 meter extension cable with female aviation connector to male aviation connector, for HDCVI cam",282.75,195.0
MC-AF4-AM4-6,"DAHUA aviation cable. 4-pin CVI cable: M12 A-Coding, 6 meter extension cable with female aviation connector to male aviation connector, for HDCVI came",143.54999999999998,99.0
DHI-ARA43-W2(868),"DAHUA wireless repeater • Connects up to 32 peripherals
• Automatic and manual pairing modes
• Automatic switch between two antennas to reduce blind a",1892.25,1305.0
383610,DALI CONNECT STAND E-600 BLACK Pair,4346.96,2608.1699999999996
383611,DALI CONNECT STAND E-600 WHITE,4346.96,2608.1699999999996
OBERON 1 WAL,DALI OBERON 1 DARK WALNUT,7817.389999999999,5738.61
OBERON 9 B,DALI OBERON 9 BLACK ASH,36520.87,21912.52
OBERON 9 WAL,DALI OBERON 9 DARK WALNUT,36520.87,21912.52
OPTICON 6 MK2 TO,DALI OPTICON 6 MK2 TOBACCO OAK,34781.74,20869.04
OPTICON LCR MK2 B,DALI OPTICON LCR MK2 BLACK,14781.74,8869.039999999999
OPTICON LCR MK2 WH,DALI OPTICON LCR MK2 WHITE,14781.74,8869.039999999999
SUB E-9 F BS,DALI SUB E-9 F BLACK SATIN 220-240 V,9991.3,5994.78
CON-10GEN-00,DB-9 MINI GENDER CHANGER (10-PACK),2060.0,1236.0
CON-1GEN-00,DB-9 MINI GENDER CHANGER SINGLE,205.22,123.14
DC-F-Q,DC Female quick connector,11.59,7.99
DC-M-Q,DC Male quick connector,11.59,7.99
TERM-JACK,DC Terminal to 2.1mm Jack Adapter,6.75,5.0
DC-1F4M,DC cable with 1 female in + 4 male out,43.5,30.0
SOLAR-SUN-12K-SG04LP3-EU/AU,DEYE 12KW 3 phase inverter,59450.0,41000.0
SOLAR-SUN-5K-SG01/03LP1,DEYE 5KW Inverter,26100.0,18000.0
SOLAR-SUN-8K-SG01LP1-EU,DEYE 8KW Inverter,42775.0,29500.0
DIN1,DIN rail mount 12V-5A PSU,1478.55714285714,1034.99
DMX-DRIVER1-00,DMX DRIVER WITH INTEGRATED POWER SUPPLY,4308.7,3446.9599999999996
952020-0-0,DOGLEG PHANTOM SERIE ORANGE,1730.4299999999998,1038.26
9155036,DOOR STATION DISPLAY,0.0,0.0
9155031B,DOOR STATION KEYPAD MODULE BLACK,9156.519999999999,6409.57
9155031,DOOR STATION KEYPAD MODULE SILVER,0.0,0.0
DRAGONTAILAND,DRAGON TAIL ANDROID,695.65,486.96
DRAGONTAIL,DRAGON TAIL USB EXTENDER,695.65,486.96
